record_id,problem_a,problem_b,category_a,category_b,description_a,description_b,location,distance_km,time_difference_hours,severity_a,severity_b,nearby_frequency,text_similarity,relationship,dependency_strength,dependency_label
NEG_0454,Safety Risk,Blocked Drain,Safety,Drainage,residents feel unsafe,drain is clogged,Royapettah,7.42,72.6,HIGH,LOW,8,0.248,NO_DEPENDENCY,0.193,0
NEG_1467,Public Health Risk,Poor Road Visibility,Health,Safety,disease risk is increasing,drivers cannot see clearly,Sholinganallur,2.26,6.1,MEDIUM,LOW,10,0.372,NO_DEPENDENCY,0.373,0
NEG_0849,Garbage Accumulation,Waterlogging,Waste,Flooding,large pile of waste reported,heavy waterlogging reported,T Nagar,6.74,57.1,HIGH,LOW,9,0.235,NO_DEPENDENCY,0.217,0
NEG_0009,Illegal Dumping,Air Pollution,Waste,Environment,open dumping observed,local air pollution observed,Thiruvanmiyur,3.25,51.7,CRITICAL,LOW,6,0.274,NO_DEPENDENCY,0.27,0
POS_1105,Poor Road Visibility,Safety Risk,Safety,Safety,drivers cannot see clearly,residents feel unsafe,Porur,1.91,27.5,MEDIUM,CRITICAL,5,0.888,CONTRIBUTES_TO,0.7,1
NEG_0489,Road Blockage,Stagnant Water,Road,Public Health,traffic lane is obstructed,stagnant water remains,Pallavaram,3.24,15.4,HIGH,HIGH,8,0.072,NO_DEPENDENCY,0.25,0
POS_0339,Garbage Accumulation,Air Pollution,Waste,Environment,uncollected garbage is present,polluted air reported,Kodambakkam,0.31,2.1,MEDIUM,HIGH,12,0.477,CONTRIBUTES_TO,0.695,1
POS_0216,Water Leakage,Stagnant Water,Water,Public Health,damaged water supply line,standing water is not clearing,Porur,2.26,46.7,HIGH,CRITICAL,13,0.949,CAUSES,0.75,1
NEG_0116,Blocked Drain,Poor Road Visibility,Drainage,Safety,blocked drainage outlet,low visibility reported,Tambaram,1.46,10.7,LOW,MEDIUM,5,0.231,NO_DEPENDENCY,0.313,0
NEG_0417,Street Light Failure,Garbage Accumulation,Lighting,Waste,street light is not working,large pile of waste reported,Sholinganallur,3.08,91.6,MEDIUM,HIGH,12,0.192,NO_DEPENDENCY,0.245,0
NEG_1015,Poor Road Visibility,Sewer Overflow,Safety,Drainage,visibility on road is poor,sewer line has overflowed,Thiruvanmiyur,1.03,67.8,CRITICAL,LOW,0,0.388,NO_DEPENDENCY,0.294,0
NEG_1305,Safety Risk,Blocked Drain,Safety,Drainage,area has become unsafe,drain is clogged,Royapettah,7.32,16.0,CRITICAL,HIGH,3,0.038,NO_DEPENDENCY,0.153,0
NEG_0093,Traffic Congestion,Blocked Drain,Traffic,Drainage,traffic is moving slowly,blocked drainage outlet,Porur,1.0,36.8,LOW,HIGH,0,0.317,NO_DEPENDENCY,0.299,0
NEG_0741,Road Blockage,Stagnant Water,Road,Public Health,traffic lane is obstructed,standing water is not clearing,Thiruvanmiyur,6.37,41.5,LOW,LOW,6,0.155,NO_DEPENDENCY,0.196,0
NEG_0185,Water Leakage,Traffic Congestion,Water,Traffic,continuous water leakage,vehicles are queued,Nungambakkam,6.45,18.4,LOW,CRITICAL,0,0.323,NO_DEPENDENCY,0.235,0
NEG_1023,Garbage Accumulation,Pothole / Road Damage,Waste,Road,large pile of waste reported,damaged road section,Kodambakkam,4.19,22.7,LOW,LOW,2,0.33,NO_DEPENDENCY,0.277,0
POS_0817,Road Blockage,Traffic Congestion,Road,Traffic,vehicle movement is obstructed,severe congestion reported,Porur,4.45,6.6,CRITICAL,MEDIUM,3,0.672,CAUSES,0.715,1
POS_1068,Garbage Accumulation,Public Health Risk,Waste,Health,large pile of waste reported,possible health hazard,Pallavaram,3.5,27.5,MEDIUM,CRITICAL,11,0.908,CAUSES,0.711,1
NEG_0504,Traffic Congestion,Garbage Accumulation,Traffic,Waste,severe congestion reported,large pile of waste reported,Pallavaram,6.43,4.2,CRITICAL,MEDIUM,2,0.431,NO_DEPENDENCY,0.289,0
POS_0275,Blocked Drain,Waterlogging,Drainage,Flooding,stormwater drain is blocked,standing rainwater on the street,Adyar,1.0,4.2,CRITICAL,LOW,17,0.765,CAUSES,0.895,1
NEG_0745,Traffic Congestion,Illegal Dumping,Traffic,Waste,traffic flow is disrupted,waste is being dumped illegally,Adyar,6.18,78.7,LOW,CRITICAL,15,0.031,NO_DEPENDENCY,0.176,0
POS_0866,Garbage Accumulation,Air Pollution,Waste,Environment,waste has built up,dust and pollution are increasing,Mylapore,3.05,26.6,CRITICAL,LOW,6,0.914,CONTRIBUTES_TO,0.715,1
POS_0102,Stagnant Water,Public Health Risk,Public Health,Health,standing water is not clearing,possible health hazard,Nungambakkam,1.67,6.7,CRITICAL,MEDIUM,11,0.932,CAUSES,0.849,1
NEG_0002,Stagnant Water,Traffic Congestion,Public Health,Traffic,standing water is not clearing,traffic is moving slowly,Thiruvanmiyur,2.08,16.0,LOW,LOW,2,0.087,NO_DEPENDENCY,0.242,0
NEG_0650,Safety Risk,Sewer Overflow,Safety,Drainage,area has become unsafe,sewage overflow reported,Ambattur,4.06,59.4,LOW,HIGH,13,0.18,NO_DEPENDENCY,0.259,0
POS_0172,Illegal Dumping,Waterlogging,Waste,Flooding,open dumping observed,water has accumulated on the road,Adyar,3.08,16.9,MEDIUM,MEDIUM,18,0.915,CONTRIBUTES_TO,0.68,1
POS_0108,Illegal Dumping,Waterlogging,Waste,Flooding,open dumping observed,water has accumulated on the road,Pallavaram,1.7,45.6,CRITICAL,MEDIUM,18,0.819,CONTRIBUTES_TO,0.705,1
NEG_0363,Emergency Response Delay,Water Leakage,Emergency,Water,emergency vehicles cannot move quickly,water pipe is leaking,Anna Nagar,5.84,70.0,LOW,MEDIUM,8,0.114,NO_DEPENDENCY,0.178,0
NEG_0022,Stagnant Water,Poor Road Visibility,Public Health,Safety,water is collecting,dark road section,Adyar,3.82,14.6,MEDIUM,CRITICAL,3,0.061,NO_DEPENDENCY,0.214,0
NEG_1488,Illegal Dumping,Street Light Failure,Waste,Lighting,open dumping observed,street light is not working,Velachery,1.01,66.8,HIGH,HIGH,0,0.259,NO_DEPENDENCY,0.257,0
NEG_0703,Traffic Congestion,Blocked Drain,Traffic,Drainage,severe congestion reported,rainwater drain is not flowing,Guindy,0.23,80.2,MEDIUM,MEDIUM,7,0.359,NO_DEPENDENCY,0.322,0
NEG_0555,Stagnant Water,Emergency Response Delay,Public Health,Emergency,pool of water has remained,response time is increasing,Thiruvanmiyur,7.83,51.8,HIGH,LOW,14,0.354,NO_DEPENDENCY,0.266,0
NEG_0265,Waterlogging,Air Pollution,Flooding,Environment,water has accumulated on the road,local air pollution observed,Tambaram,1.11,36.9,CRITICAL,LOW,5,0.02,NO_DEPENDENCY,0.234,0
NEG_0534,Blocked Drain,Traffic Congestion,Drainage,Traffic,stormwater drain is blocked,traffic flow is disrupted,Royapettah,2.52,90.1,LOW,CRITICAL,7,0.37,NO_DEPENDENCY,0.283,0
NEG_0463,Street Light Failure,Road Blockage,Lighting,Road,streetlights are off,vehicle movement is obstructed,T Nagar,7.34,9.4,MEDIUM,MEDIUM,12,0.317,NO_DEPENDENCY,0.287,0
NEG_0751,Sewer Overflow,Illegal Dumping,Drainage,Waste,sewer water is overflowing,waste is being dumped illegally,Guindy,4.39,11.8,HIGH,CRITICAL,2,0.053,NO_DEPENDENCY,0.2,0
NEG_0841,Pothole / Road Damage,Air Pollution,Road,Environment,multiple potholes reported,dust and pollution are increasing,Perambur,6.46,78.3,MEDIUM,MEDIUM,5,0.249,NO_DEPENDENCY,0.188,0
NEG_1076,Poor Road Visibility,Stagnant Water,Safety,Public Health,low visibility reported,pool of water has remained,Ambattur,4.06,3.7,HIGH,MEDIUM,8,0.428,NO_DEPENDENCY,0.354,0
NEG_0425,Sewer Overflow,Illegal Dumping,Drainage,Waste,dirty wastewater is spreading,garbage dumped beside road,Mylapore,1.01,22.8,LOW,HIGH,6,0.259,NO_DEPENDENCY,0.324,0
POS_0296,Waterlogging,Road Blockage,Flooding,Road,water has accumulated on the road,road passage is blocked,Mylapore,0.96,47.2,MEDIUM,HIGH,2,0.673,CAUSES,0.702,1
POS_0713,Pothole / Road Damage,Traffic Congestion,Road,Traffic,large pothole on the road,vehicles are queued,Perambur,2.23,21.0,MEDIUM,HIGH,10,0.877,CONTRIBUTES_TO,0.727,1
POS_0073,Stagnant Water,Public Health Risk,Public Health,Health,standing water is not clearing,health risk reported,Royapettah,2.85,3.0,HIGH,LOW,19,0.529,CAUSES,0.739,1
NEG_0453,Safety Risk,Sewer Overflow,Safety,Drainage,safety risk reported,dirty wastewater is spreading,Velachery,4.4,64.1,MEDIUM,HIGH,2,0.305,NO_DEPENDENCY,0.232,0
NEG_0770,Water Leakage,Road Blockage,Water,Road,continuous water leakage,traffic lane is obstructed,Perambur,6.97,37.4,MEDIUM,CRITICAL,12,0.043,NO_DEPENDENCY,0.187,0
NEG_1062,Garbage Accumulation,Road Blockage,Waste,Road,waste has built up,vehicle movement is obstructed,Ambattur,1.34,6.4,HIGH,HIGH,14,0.298,NO_DEPENDENCY,0.384,0
NEG_1386,Road Blockage,Air Pollution,Road,Environment,road passage is blocked,air quality is affected,Velachery,6.44,63.6,HIGH,CRITICAL,10,0.409,NO_DEPENDENCY,0.273,0
POS_0482,Illegal Dumping,Blocked Drain,Waste,Drainage,unauthorized dumping reported,stormwater drain is blocked,Perambur,2.9,5.7,LOW,MEDIUM,3,0.727,CONTRIBUTES_TO,0.651,1
NEG_0719,Traffic Congestion,Blocked Drain,Traffic,Drainage,traffic flow is disrupted,drain is clogged,Anna Nagar,6.75,7.6,LOW,CRITICAL,13,0.398,NO_DEPENDENCY,0.327,0
NEG_0031,Poor Road Visibility,Blocked Drain,Safety,Drainage,visibility on road is poor,rainwater drain is not flowing,Perambur,5.52,84.3,CRITICAL,MEDIUM,6,0.268,NO_DEPENDENCY,0.207,0
NEG_0616,Illegal Dumping,Emergency Response Delay,Waste,Emergency,open dumping observed,response time is increasing,Royapettah,1.86,6.8,CRITICAL,HIGH,2,0.333,NO_DEPENDENCY,0.326,0
NEG_0015,Illegal Dumping,Road Blockage,Waste,Road,garbage dumped beside road,road passage is blocked,Porur,5.33,65.2,MEDIUM,MEDIUM,13,0.199,NO_DEPENDENCY,0.24,0
NEG_1461,Waterlogging,Water Leakage,Flooding,Water,heavy waterlogging reported,damaged water supply line,Porur,0.28,53.6,CRITICAL,MEDIUM,0,0.205,NO_DEPENDENCY,0.263,0
POS_1491,Poor Road Visibility,Safety Risk,Safety,Safety,low visibility reported,safety risk reported,Adyar,3.89,5.6,MEDIUM,MEDIUM,8,0.528,CONTRIBUTES_TO,0.617,1
POS_1172,Water Leakage,Stagnant Water,Water,Public Health,damaged water supply line,standing water is not clearing,Thiruvanmiyur,3.49,12.8,LOW,MEDIUM,2,0.698,CAUSES,0.639,1
NEG_0953,Sewer Overflow,Water Leakage,Drainage,Water,sewer water is overflowing,continuous water leakage,Ambattur,6.56,39.7,MEDIUM,MEDIUM,4,0.177,NO_DEPENDENCY,0.192,0
NEG_0930,Blocked Drain,Road Blockage,Drainage,Road,rainwater drain is not flowing,road is partially blocked,Mylapore,6.54,75.8,MEDIUM,HIGH,13,0.409,NO_DEPENDENCY,0.276,0
NEG_0574,Street Light Failure,Stagnant Water,Lighting,Public Health,dark street due to light failure,pool of water has remained,Nungambakkam,2.78,18.1,HIGH,MEDIUM,9,0.391,NO_DEPENDENCY,0.356,0
NEG_0717,Illegal Dumping,Water Leakage,Waste,Water,garbage dumped beside road,damaged water supply line,Thiruvanmiyur,5.21,39.7,CRITICAL,LOW,8,0.221,NO_DEPENDENCY,0.245,0
NEG_0772,Safety Risk,Garbage Accumulation,Safety,Waste,residents feel unsafe,garbage has accumulated,Tambaram,6.84,26.7,LOW,MEDIUM,1,0.06,NO_DEPENDENCY,0.148,0
POS_0406,Pothole / Road Damage,Poor Road Visibility,Road,Safety,multiple potholes reported,low visibility reported,Tambaram,0.91,23.6,MEDIUM,HIGH,10,0.624,CONTRIBUTES_TO,0.626,1
POS_0758,Poor Road Visibility,Safety Risk,Safety,Safety,dark road section,safety risk reported,Mylapore,2.17,43.1,MEDIUM,LOW,18,0.514,CONTRIBUTES_TO,0.63,1
NEG_0457,Blocked Drain,Sewer Overflow,Drainage,Drainage,rainwater drain is not flowing,sewer water is overflowing,Nungambakkam,6.4,63.7,LOW,CRITICAL,5,0.393,NO_DEPENDENCY,0.244,0
NEG_0685,Waterlogging,Pothole / Road Damage,Flooding,Road,water has accumulated on the road,large pothole on the road,Anna Nagar,2.43,54.3,HIGH,MEDIUM,9,0.28,NO_DEPENDENCY,0.297,0
NEG_0452,Stagnant Water,Air Pollution,Public Health,Environment,standing water is not clearing,air quality is affected,Thiruvanmiyur,5.74,34.8,LOW,MEDIUM,3,0.244,NO_DEPENDENCY,0.223,0
POS_0098,Sewer Overflow,Stagnant Water,Drainage,Public Health,dirty wastewater is spreading,stagnant water remains,Mylapore,4.33,33.3,MEDIUM,CRITICAL,10,0.692,CAUSES,0.657,1
POS_1334,Illegal Dumping,Waterlogging,Waste,Flooding,unauthorized dumping reported,road is flooded,Nungambakkam,0.54,11.4,LOW,LOW,6,0.892,CONTRIBUTES_TO,0.691,1
NEG_0890,Street Light Failure,Stagnant Water,Lighting,Public Health,street light is not working,pool of water has remained,Ambattur,1.31,46.0,HIGH,LOW,15,0.354,NO_DEPENDENCY,0.373,0
POS_0744,Poor Road Visibility,Safety Risk,Safety,Safety,dark road section,risk to pedestrians and vehicles,Adyar,2.88,1.6,HIGH,MEDIUM,18,0.922,CONTRIBUTES_TO,0.776,1
POS_0807,Street Light Failure,Poor Road Visibility,Lighting,Safety,streetlights are off,dark road section,Nungambakkam,2.74,7.0,HIGH,LOW,18,0.903,CAUSES,0.808,1
NEG_1270,Sewer Overflow,Street Light Failure,Drainage,Lighting,sewer water is overflowing,street light is not working,Thiruvanmiyur,7.37,53.2,CRITICAL,MEDIUM,0,0.084,NO_DEPENDENCY,0.12,0
NEG_0397,Public Health Risk,Air Pollution,Health,Environment,health risk reported,polluted air reported,Kodambakkam,5.41,78.4,HIGH,MEDIUM,5,0.298,NO_DEPENDENCY,0.218,0
NEG_1000,Public Health Risk,Road Blockage,Health,Road,sanitation may affect public health,road is partially blocked,Ambattur,5.92,42.8,LOW,LOW,0,0.153,NO_DEPENDENCY,0.171,0
NEG_0036,Emergency Response Delay,Sewer Overflow,Emergency,Drainage,emergency access is difficult,sewage overflow reported,Guindy,5.25,13.6,CRITICAL,HIGH,13,0.179,NO_DEPENDENCY,0.279,0
NEG_0551,Public Health Risk,Water Leakage,Health,Water,possible health hazard,damaged water supply line,T Nagar,3.1,54.9,HIGH,HIGH,10,0.238,NO_DEPENDENCY,0.279,0
NEG_0511,Waterlogging,Air Pollution,Flooding,Environment,heavy waterlogging reported,dust and pollution are increasing,Mylapore,0.66,15.0,MEDIUM,LOW,0,0.399,NO_DEPENDENCY,0.347,0
POS_0149,Pothole / Road Damage,Traffic Congestion,Road,Traffic,multiple potholes reported,traffic is moving slowly,Royapettah,2.05,24.9,MEDIUM,CRITICAL,3,0.89,CONTRIBUTES_TO,0.712,1
NEG_1055,Safety Risk,Public Health Risk,Safety,Health,residents feel unsafe,sanitation may affect public health,Sholinganallur,4.36,65.1,CRITICAL,HIGH,1,0.063,NO_DEPENDENCY,0.154,0
NEG_0554,Street Light Failure,Air Pollution,Lighting,Environment,roadside light has failed,air quality is affected,Pallavaram,2.26,63.3,CRITICAL,LOW,7,0.249,NO_DEPENDENCY,0.273,0
NEG_0403,Stagnant Water,Street Light Failure,Public Health,Lighting,water is collecting,roadside light has failed,Perambur,5.95,38.4,HIGH,LOW,12,0.193,NO_DEPENDENCY,0.247,0
POS_1316,Blocked Drain,Waterlogging,Drainage,Flooding,rainwater drain is not flowing,heavy waterlogging reported,Perambur,3.61,27.5,MEDIUM,MEDIUM,3,0.649,CAUSES,0.689,1
POS_0693,Illegal Dumping,Blocked Drain,Waste,Drainage,unauthorized dumping reported,stormwater drain is blocked,Thiruvanmiyur,3.95,45.4,LOW,LOW,8,0.919,CONTRIBUTES_TO,0.621,1
POS_0819,Blocked Drain,Waterlogging,Drainage,Flooding,rainwater drain is not flowing,road is flooded,Thiruvanmiyur,4.46,21.7,MEDIUM,HIGH,20,0.887,CAUSES,0.766,1
NEG_0229,Air Pollution,Pothole / Road Damage,Environment,Road,local air pollution observed,road surface is badly damaged,Nungambakkam,1.98,34.5,LOW,CRITICAL,12,0.273,NO_DEPENDENCY,0.333,0
POS_1387,Traffic Congestion,Emergency Response Delay,Traffic,Emergency,vehicles are queued,emergency access is difficult,Sholinganallur,2.87,16.0,MEDIUM,HIGH,16,0.887,CAUSES,0.743,1
NEG_0782,Poor Road Visibility,Air Pollution,Safety,Environment,drivers cannot see clearly,local air pollution observed,Adyar,2.81,62.8,HIGH,MEDIUM,0,0.425,NO_DEPENDENCY,0.283,0
NEG_1234,Stagnant Water,Traffic Congestion,Public Health,Traffic,pool of water has remained,traffic flow is disrupted,Thiruvanmiyur,3.29,38.5,HIGH,CRITICAL,1,0.144,NO_DEPENDENCY,0.217,0
NEG_0100,Emergency Response Delay,Garbage Accumulation,Emergency,Waste,emergency access is difficult,waste has built up,Nungambakkam,4.81,35.7,HIGH,LOW,13,0.311,NO_DEPENDENCY,0.306,0
NEG_1111,Public Health Risk,Pothole / Road Damage,Health,Road,health risk reported,road surface is badly damaged,Anna Nagar,3.94,74.6,LOW,HIGH,14,0.264,NO_DEPENDENCY,0.278,0
NEG_0958,Garbage Accumulation,Poor Road Visibility,Waste,Safety,large pile of waste reported,drivers cannot see clearly,Tambaram,1.46,12.5,LOW,CRITICAL,2,0.204,NO_DEPENDENCY,0.289,0
POS_0702,Pothole / Road Damage,Poor Road Visibility,Road,Safety,large pothole on the road,dark road section,T Nagar,2.13,4.8,MEDIUM,HIGH,14,0.826,CONTRIBUTES_TO,0.672,1
NEG_0379,Garbage Accumulation,Blocked Drain,Waste,Drainage,large pile of waste reported,stormwater drain is blocked,Perambur,0.81,86.9,CRITICAL,MEDIUM,8,0.411,NO_DEPENDENCY,0.329,0
NEG_1157,Water Leakage,Waterlogging,Water,Flooding,water pipe is leaking,standing rainwater on the street,Velachery,3.53,24.0,CRITICAL,LOW,0,0.347,NO_DEPENDENCY,0.281,0
POS_0922,Sewer Overflow,Stagnant Water,Drainage,Public Health,sewer water is overflowing,standing water is not clearing,Perambur,1.28,28.3,MEDIUM,LOW,4,0.496,CAUSES,0.686,1
POS_1425,Stagnant Water,Public Health Risk,Public Health,Health,water is collecting,sanitation may affect public health,Nungambakkam,2.67,23.2,CRITICAL,LOW,2,0.776,CAUSES,0.747,1
NEG_0209,Public Health Risk,Traffic Congestion,Health,Traffic,sanitation may affect public health,vehicles are queued,Adyar,3.91,40.3,MEDIUM,LOW,5,0.02,NO_DEPENDENCY,0.189,0
POS_0906,Traffic Congestion,Emergency Response Delay,Traffic,Emergency,traffic flow is disrupted,emergency movement is delayed,Nungambakkam,0.06,30.5,LOW,CRITICAL,10,0.659,CAUSES,0.708,1
POS_0455,Sewer Overflow,Stagnant Water,Drainage,Public Health,sewer water is overflowing,standing water is not clearing,Sholinganallur,3.64,16.5,CRITICAL,LOW,19,0.785,CAUSES,0.789,1
NEG_0686,Traffic Congestion,Sewer Overflow,Traffic,Drainage,vehicles are queued,dirty wastewater is spreading,Kodambakkam,4.47,38.6,HIGH,HIGH,6,0.291,NO_DEPENDENCY,0.268,0
NEG_0805,Garbage Accumulation,Pothole / Road Damage,Waste,Road,uncollected garbage is present,large pothole on the road,Adyar,1.92,12.4,LOW,MEDIUM,12,0.065,NO_DEPENDENCY,0.29,0
NEG_0272,Poor Road Visibility,Illegal Dumping,Safety,Waste,low visibility reported,unauthorized dumping reported,Mylapore,0.67,83.0,LOW,CRITICAL,13,0.441,NO_DEPENDENCY,0.368,0
POS_0168,Illegal Dumping,Waterlogging,Waste,Flooding,garbage dumped beside road,standing rainwater on the street,Tambaram,0.82,34.4,HIGH,LOW,11,0.979,CONTRIBUTES_TO,0.732,1
POS_0731,Road Blockage,Traffic Congestion,Road,Traffic,vehicle movement is obstructed,severe congestion reported,T Nagar,0.82,7.9,CRITICAL,HIGH,14,0.711,CAUSES,0.84,1
NEG_0689,Emergency Response Delay,Street Light Failure,Emergency,Lighting,response time is increasing,streetlights are off,Anna Nagar,3.49,88.6,HIGH,LOW,6,0.027,NO_DEPENDENCY,0.162,0
POS_1311,Stagnant Water,Public Health Risk,Public Health,Health,pool of water has remained,health risk reported,Adyar,3.49,47.5,CRITICAL,LOW,1,0.893,CAUSES,0.714,1
POS_0027,Waterlogging,Road Blockage,Flooding,Road,water has accumulated on the road,traffic lane is obstructed,Sholinganallur,2.7,32.6,MEDIUM,LOW,4,0.575,CAUSES,0.664,1
NEG_0560,Sewer Overflow,Street Light Failure,Drainage,Lighting,dirty wastewater is spreading,street light is not working,Sholinganallur,2.04,2.6,CRITICAL,MEDIUM,4,0.359,NO_DEPENDENCY,0.345,0
NEG_0153,Street Light Failure,Road Blockage,Lighting,Road,roadside light has failed,road passage is blocked,Kodambakkam,6.93,90.6,CRITICAL,CRITICAL,2,0.16,NO_DEPENDENCY,0.129,0
NEG_0123,Pothole / Road Damage,Road Blockage,Road,Road,multiple potholes reported,road is partially blocked,Guindy,7.16,5.6,MEDIUM,CRITICAL,1,0.162,NO_DEPENDENCY,0.192,0
POS_0588,Waterlogging,Road Blockage,Flooding,Road,road is flooded,vehicle movement is obstructed,Porur,3.79,36.6,MEDIUM,LOW,7,0.604,CAUSES,0.645,1
NEG_0517,Safety Risk,Waterlogging,Safety,Flooding,risk to pedestrians and vehicles,water has accumulated on the road,Nungambakkam,0.43,70.0,MEDIUM,MEDIUM,5,0.341,NO_DEPENDENCY,0.313,0
POS_0998,Illegal Dumping,Blocked Drain,Waste,Drainage,open dumping observed,drain is clogged,Tambaram,0.38,46.1,CRITICAL,HIGH,14,0.49,CONTRIBUTES_TO,0.713,1
POS_1177,Poor Road Visibility,Safety Risk,Safety,Safety,drivers cannot see clearly,safety risk reported,Guindy,1.25,27.9,MEDIUM,HIGH,6,0.764,CONTRIBUTES_TO,0.694,1
NEG_0201,Emergency Response Delay,Public Health Risk,Emergency,Health,emergency movement is delayed,sanitation may affect public health,Mylapore,5.86,38.9,LOW,HIGH,15,0.426,NO_DEPENDENCY,0.332,0
POS_1041,Poor Road Visibility,Safety Risk,Safety,Safety,low visibility reported,residents feel unsafe,Anna Nagar,1.36,22.1,LOW,LOW,19,0.565,CONTRIBUTES_TO,0.667,1
POS_0034,Waterlogging,Road Blockage,Flooding,Road,road is flooded,vehicle movement is obstructed,T Nagar,4.26,33.3,HIGH,MEDIUM,2,0.529,CAUSES,0.635,1
NEG_0310,Emergency Response Delay,Waterlogging,Emergency,Flooding,response time is increasing,standing rainwater on the street,T Nagar,4.65,77.6,HIGH,HIGH,1,0.176,NO_DEPENDENCY,0.173,0
NEG_1127,Traffic Congestion,Air Pollution,Traffic,Environment,vehicles are queued,dust and pollution are increasing,Adyar,3.3,53.2,LOW,CRITICAL,14,0.269,NO_DEPENDENCY,0.307,0
POS_1380,Garbage Accumulation,Public Health Risk,Waste,Health,waste has built up,disease risk is increasing,Anna Nagar,3.19,29.4,CRITICAL,MEDIUM,17,0.525,CAUSES,0.705,1
POS_0042,Water Leakage,Stagnant Water,Water,Public Health,water pipe is leaking,pool of water has remained,Sholinganallur,4.17,26.1,HIGH,CRITICAL,7,0.831,CAUSES,0.692,1
NEG_0292,Road Blockage,Garbage Accumulation,Road,Waste,traffic lane is obstructed,uncollected garbage is present,Thiruvanmiyur,3.26,22.7,HIGH,HIGH,0,0.079,NO_DEPENDENCY,0.206,0
